1633305604,847540219,48241,0.032,sell
1633305604,847540220,48241,0.00126402,sell
1633305604,847540218,48241,0.1,sell
1633305606,847540221,48231,0.00188426,sell
1633305608,847540222,48232,0.1,buy
1633305608,847540225,48235,0.07511019,buy
1633305608,847540224,48234,0.414774,buy
1633305608,847540223,48233,0.311052,buy
1633305608,847540226,48238.61477501,0.207387,buy
1633305608,847540228,48239,0.0208,buy
1633305608,847540229,48239,0.08887681,buy
1633305612,847540231,48234,0.00017543,sell
1633305612,847540232,48234,0.034,sell
1633305614,847540237,48230,0.08914719,sell
1633305614,847540238,48230,0.00010281,sell
1633305614,847540241,48230,1.415E-5,sell
1633305616,847540250,48207,0.005,sell
1633305619,847540251,48208,0.00018602,buy
1633305619,847540252,48207,0.005,sell
1633305621,847540253,48208,0.01,buy
1633305625,847540254,48207,0.005,sell
1633305629,847540256,48207,0.005,sell
1633305631,847540257,48207,0.01,sell
1633305633,847540259,48206,0.00070211,sell
1633305633,847540261,48206,0.20681989,sell
1633305654,847540268,48199.4974262,0.005,buy
1633305660,847540272,48199,0.00020482,sell
1633305660,847540277,48180,0.18,sell
1633305660,847540279,48180,0.0198,sell
1633305660,847540281,48178.60521261,0.0002,sell
1633305660,847540283,48177.44453407,0.0002,sell
1633305660,847540285,48176.28385554,0.0002,sell
1633305660,847540287,48175.12317701,0.0002,sell
1633305660,847540289,48174,0.16140026,sell
1633305661,847540292,48172.80181994,0.0002,sell
1633305661,847540294,48171.64114141,0.0002,sell
1633305661,847540296,48171,0.0046,sell
1633305662,847540298,48171,0.005,sell
1633305663,847540300,48171.64114141,0.01037355,buy
1633305664,847540302,48171.64114141,0.48962645,buy
1633305664,847540304,48172,0.35,buy
1633305664,847540305,48172,0.1,buy
1633305664,847540306,48172,0.069,buy
1633305664,847540307,48172,0.0208,buy
1633305664,847540311,48183,0.00033,buy
1633305664,847540312,48183,3.77E-6,buy
1633305666,847540313,48192.80378334,0.00121291,sell
1633305666,847540315,48192.533355,0.00378709,sell
1633305667,847540317,48193,0.00274041,buy
1633305667,847540318,48193,0.00330527,buy
1633305673,847540324,48192,0.00020484,sell
1633305681,847540328,48180,0.01082207,buy
1633305695,847540334,48179,0.00038052,sell
1633305695,847540336,48173,0.0085,sell
1633305695,847540335,48173,0.00461948,sell
1633305698,847540338,48171,0.0004,sell
1633305698,847540339,48171,0.02,sell
1633305698,847540340,48170.48046288,0.0002,sell
1633305698,847540342,48169.31978435,0.0002,sell
1633305698,847540345,48169,0.0999,sell
1633305698,847540344,48169,0.0007204,sell
1633305698,847540346,48168.15910581,0.0002,sell
1633305698,847540348,48167,0.2499,sell
1633305698,847540349,48166.99842728,0.0002,sell
1633305698,847540351,48166,0.02182495,sell
1633305698,847540354,48166,0.07807505,sell
1633305698,847540357,48163.51639168,0.0002,sell
1633305698,847540359,48163,6.6E-5,sell
1633305698,847540360,48162.35571315,0.0002,sell
1633305698,847540362,48162,0.1,sell
1633305698,847540363,48162,6.6E-5,sell
1633305698,847540370,48161,6.6E-5,sell
1633305698,847540375,48160,6.6E-5,sell
